customer_id,first_name,middle_name,last_name,email,phone,date_of_birth,gender,nationality,address,city,country,signup_date,active_flag
CUS0016189,ELIZABETH,, Martin,elizabeth_martin@gmail.com,986-416-7167,1984-01-04,Prefer not to say,Brazil,8573 Main St,Dhaka,Brazil,2025-03-12,True
CUS0016190,Brenda,Samantha, Mitchell,brenda_mitchell548@mail.com,+18700423837,1952-10-20,Female,Germany,7383 Oak Ave,Taipei,Germany,2017-02-11,True
CUS0016191,Maria,,  Ivanov  ,mariaivanov760@gmail.com,(776) 544-0377,2008-07-21,Prefer not to say,Sweden,7067 Elm St,Zurich,Sweden,2025-03-02,True
CUS0016192,Ana,,Perez,anaperez@outlook.com,5123467365,1950-04-26,Male,United States,6877 Oak Ave,Milan,United States,2015-07-20,True
CUS0016193,Jacob,Jennifer,Anderson,jacob_anderson@outlook.com,9588709766,1988-12-06,Female,Hungary,3575 Highland Ave,Calgary,Hungary,2015-12-18,True
CUS0016194,LARRY,Kenneth,Davis,larry_davis@mail.com,+10887627249,1951-03-30,Male,Japan,3793 Oak Ave,Helsinki,Japan,2020-09-24,True
CUS0016195,Samantha,Joseph,Gonzalez,samanthagonzalez@yahoo.com,(794) 125-2941,1965-12-27,Prefer not to say,United Arab Emirates,3457 Oak Ave,Vienna,United Arab Emirates,2023-11-08,True
CUS0016196,Deborah,Stephanie,Baker,deborahbaker573@gmail.com,(641) 020-4936,1977-02-07,Female,Finland,4582 Lake Dr,Montreal,Finland,2023-12-02,True
CUS0016197,Robert,,Nguyen,robert_nguyen853@outlook.com,939-037-5183,1966-01-13,Male,Spain,663 Lake Dr,Cologne,Spain,2023-02-11,True
CUS0016198,Sandra,,Muller,sandra_muller727@gmail.com,(402) 231-4698,1985-03-04,Male,Switzerland,7458 1st Ave,Portland,Switzerland,2025-03-18,True
CUS0016199,Amanda,Dmitri,Costa,amanda.costa@mail.com,+15400686181,1951-02-11,Female,Australia,5773 Park Rd,San Francisco,Australia,2018-07-10,True
CUS0016200,Brandon,,Wang,brandon.wang264@outlook.com,488-562-6748,1979-12-07,Male,Hungary,1456 River Rd,Hanoi,Hungary,2020-05-22,True
CUS0016201,Andrew,Kathleen, Scott,andrew.scott219@aol.com,614-904-5224,1967-05-12,Female,Chile,64 Elm St,Portland,Chile,2026-02-15,True
CUS0016202,Margaret,,Costa,margaret_costa676@mail.com,+13895603194,1969-10-26,Female,Philippines,9657 Sunset Blvd,Hanoi,Philippines,2020-08-31,True
CUS0016203,Olga,,Watanabe,olga.watanabe@aol.com,(800) 801-7467,1961-12-08,Male,Sweden,9189 Main St,Jakarta,Sweden,2022-09-20,True
CUS0016204,Barbara,,DUBOIS,barbara_dubois324@yahoo.com,+18041840635,1989-01-25,Female,Spain,2479 Main St,Warsaw,Spain,2020-11-26,True
CUS0016205,Jack,,Patel,jack_patel812@outlook.com,+19807730494,1993-05-26,Male,Sweden,7041 Lake Dr,Sao Paulo,Sweden,2015-12-15,True
CUS0016206,Barbara,Pamela,Adams,barbaraadams@outlook.com,270-487-5788,2008-04-04,Male,United States,3703 2nd St,Amman,United States,2015-10-21,True
CUS0016207,Joshua,Justin,White,joshuawhite991@aol.com,(368) 115-9227,1971-03-08,Female,Greece,5470 Oak Ave,Amsterdam,Greece,2025-07-30,True
CUS0016208,Chen,,Perez,chen.perez@yahoo.com,+19850156724,1993-06-05,Male,Brazil,4611 Church St,Dublin,Brazil,2024-04-24,False
CUS0016209,Wei,,Yamamoto,weiyamamoto476@gmail.com,(053) 719-9343,1969-08-20,Female,United States,6154 Oak Ave,Birmingham,United States,2025-02-04,True
CUS0016210,Amanda,Kevin,Andersson,amanda.andersson788@mail.com,(989) 242-4734,1985-03-02,Other,Kenya,7399 Lake Dr,Osaka,Kenya,2020-03-22,True
CUS0016211,John,,Tanaka,john_tanaka232@mail.com,+15940196455,1999-07-11,Male,Austria,2711 1st Ave,Rio de Janeiro,Austria,2026-02-26,True
CUS0016212,SOFIA,,Scott,sofiascott@mail.com,2754120983,2002-11-01,Prefer not to say,Argentina,5208 Highland Ave,Chennai,Argentina,2020-08-21,True
CUS0016213,Ahmed,, Schmidt,ahmed.schmidt917@yahoo.com,751-170-7516,1969-12-08,Male,Sri Lanka,1667 Highland Ave,Lisbon,Sri Lanka,2024-05-11,True
CUS0016214,Cynthia,Debra,Lopez,cynthia.lopez284@mail.com,0324216444,1956-08-13,Female,Pakistan,6339 Park Rd,San Diego,Pakistan,2026-02-08,True
CUS0016215,Patricia,,Yamamoto,patricia_yamamoto223@yahoo.com,4099669529,1981-03-02,Male,India,6755 Lake Dr,Houston,India,2019-09-26,False
CUS0016216,Samuel,Amanda,Watanabe,samuelwatanabe@mail.com,(529) 120-2247,1959-06-08,Male,Vietnam,7680 Sunset Blvd,Johannesburg,Vietnam,2024-04-11,True
CUS0016217,Janet,,Roberts,janet_roberts@gmail.com,(412) 725-2499,1987-04-15,Male,Russia,3475 Elm St,Shanghai,Russia,2024-09-11,True
CUS0016218,Heather,,Taylor,heathertaylor@yahoo.com,035-554-5787,2002-06-24,Female,U.K.,9959 Highland Ave,Casablanca,United Kingdom,2023-04-03,True
CUS0016219,Debra,,Silva,debra.silva@gmail.com,+11828286594,2008-06-03,Male,Pakistan,9986 Maple Dr,Rome,Pakistan,2025-04-04,True
CUS0016220,Hiro,,Wilson,hiro_wilson936@gmail.com,+16586350937,1994-02-08,Male,Morocco,6450 River Rd,Delhi,Morocco,2020-06-18,True
CUS0016221,Kathleen,,Jones,kathleen.jones@aol.com,6090459503,2008-06-08,Male,Australia,3221 Church St,Chicago,Australia,2025-08-09,True
CUS0016222,Karen,,Thomas,karen.thomas@mail.com,+18764538036,1979-02-22,Female,Indonesia,3908 Sunset Blvd,San Francisco,Indonesia,2021-06-03,True
CUS0016223,Samuel,Dmitri,Torres,samuel.torres969@gmail.com,283-061-6820,1962-12-30,Female,Pakistan,6352 Church St,Prague,Pakistan,2017-06-01,False
CUS0016224,Anthony,Andrew,Taylor,anthony.taylor197@yahoo.com,1486771228,1999-03-11,Male,Nigeria,4739 2nd St,Paris,Nigeria,2026-02-21,True
CUS0016225,Pamela,,Singh,pamelasingh@gmail.com,1312032079,2002-10-01,Male,Hungary,1722 Maple Dr,Istanbul,Hungary,2026-02-03,True
CUS0016226,Charles,,Thompson,charlesthompson@gmail.com,8075477151,1977-12-12,Female,Saudi Arabia,8905 Elm St,Tokyo,Saudi Arabia,2025-11-23,True
CUS0016227,Robert,,Dubois,robert_dubois@gmail.com,+18257267876,2007-03-30,Other,Denmark,7223 Lake Dr,Ottawa,Denmark,2018-07-20,True
CUS0016228,Rebecca,,  Rivera  ,rebecca_rivera150@yahoo.com,+19371147109,1997-11-10,Male,Italy,9801 Elm St,Taipei,Italy,2026-07-22,True
CUS0016229,Anna,,Kim,anna.kim@gmail.com,379-204-5313,1988-11-10,Male,Kenya,6609 Church St,Toronto,Kenya,2019-06-09,True
CUS0016230,Charles,,Moore,charlesmoore@mail.com,2901313554,1995-02-21,Male,New Zealand,3850 Lake Dr,Phoenix,New Zealand,2020-11-09,True
CUS0016231,Jack,Stephanie,CARTER,jack.carter@mail.com,+19777496285,2006-03-16,Male,Canada,2347 Maple Dr,Copenhagen,Canada,2020-09-22,False
CUS0016232,Brandon,Larry, Tanaka,brandontanaka@yahoo.com,(244) 561-7240,2001-06-01,Male,Czech Republic,2477 River Rd,Moscow,Czech Republic,2018-08-08,True
CUS0016233,Dennis,,Hall,dennishall@aol.com,0308408368,1962-12-29,Male,Indonesia,69 Highland Ave,Santiago,Indonesia,2022-04-13,True
CUS0016234,Carol,,Wright,carol.wright756@mail.com,355-240-4363,1988-02-06,Male,Russia,9659 Sunset Blvd,Athens,Russia,2022-03-24,True
CUS0016235,Emma,John,Mitchell,emma.mitchell@yahoo.com,(512) 300-4894,1980-07-24,Male,India,8358 2nd St,Cairo,India,2021-03-21,True
CUS0016236,  Ana  ,Carlos,Nguyen,ana_nguyen@mail.com,075-296-0865,1993-10-21,Male,South Africa,5387 Highland Ave,Miami,South Africa,2025-12-22,True
CUS0016237,  Nancy  ,John,Smith,nancy_smith@mail.com,6602825473,1954-05-05,Female,Taiwan,6643 Lake Dr,Nairobi,Taiwan,2021-01-19,True
CUS0016238, Maria,Joshua,Kumar,mariakumar927@aol.com,1268150648,2008-06-29,Female,India,5522 Main St,Beijing,India,2023-11-27,True
CUS0016239,Pamela,,Flores,pamelaflores@yahoo.com,5765096448,1954-09-04,Male,India,1698 River Rd,Berlin,India,2016-07-26,True
CUS0016240,Gregory,,Jones,gregoryjones361@yahoo.com,133-674-1775,1979-10-30,Female,Japan,5701 Oak Ave,Abu Dhabi,Japan,2020-04-25,True
CUS0016241,Pamela,Frank,TANAKA,pamela_tanaka@yahoo.com,+15119895749,1949-12-25,Female,Germany,9901 2nd St,Chicago,Germany,2025-06-28,True
CUS0016242,Samuel,Elizabeth,  Sanchez  ,samuelsanchez@gmail.com,+13172462108,1966-11-18,Female,Denmark,2568 Highland Ave,Vienna,Denmark,2019-04-29,True
CUS0016243,Janet,,Rossi,janet_rossi431@mail.com,0426988246,2003-08-16,Female,France,8903 Highland Ave,Manchester,France,2019-02-11,True
CUS0016244,Robert,,Singh,robertsingh538@mail.com,+15924533168,2007-04-30,Female,Hungary,8288 Highland Ave,Zurich,Hungary,2015-12-15,False
CUS0016245,Patricia,,Hall,patriciahall759@mail.com,(012) 410-3303,1978-04-30,Female,Philippines,8091 Highland Ave,Taipei,Philippines,2017-06-10,True
CUS0016246,David,Diego,Walker,davidwalker184@gmail.com,+15918580489,1974-04-17,Female,Germany,4923 Lake Dr,Zagreb,Germany,2016-08-05,True
CUS0016247,Noah,,Suzuki,noah.suzuki@aol.com,573-540-3912,1977-05-02,Male,Denmark,876 Church St,Taipei,Denmark,2020-01-17,True
CUS0016248,Stephanie,Stephen,Davis,stephanie.davis890@yahoo.com,(085) 218-5639,1995-09-30,Female,Hungary,960 Highland Ave,Madrid,Hungary,2021-12-22,True
CUS0016249,Sven,Carlos,Anderson,sven_anderson389@outlook.com,682-317-1740,1987-11-28,Male,Sweden,1157 1st Ave,Dhaka,Sweden,2017-06-22,True
CUS0016250,Ivan,,Flores,ivanflores@mail.com,1645757508,1987-04-19,Female,United States,7575 Highland Ave,Brussels,United States,2016-03-18,False
CUS0016251,Michelle,Kimberly,Johnson,michelle_johnson16@mail.com,(401) 828-3121,2001-01-13,Male,India,3913 Park Rd,Bangkok,India,2025-04-27,True
CUS0016252,Barbara,Mary,Moore,barbara.moore@yahoo.com,8473175762,2005-03-02,Male,United States,6831 Lake Dr,Philadelphia,United States,2018-10-04,True
CUS0016253, Wei,Olga,Martinez,wei_martinez@yahoo.com,(368) 905-4846,1979-01-17,Male,Brazil,9680 Church St,Los Angeles,Brazil,2021-11-19,True
CUS0016254,Ronald,Ana,SUZUKI,ronald.suzuki@yahoo.com,(320) 067-5001,1963-01-06,Female,Ireland,4004 Main St,Nairobi,Ireland,2023-10-22,True
CUS0016255,Kimberly,,Brown,kimberly.brown@aol.com,243-803-8854,1955-01-08,Male,Peru,9375 1st Ave,Philadelphia,Peru,2024-08-31,True
CUS0016256,  Catherine  ,,MARTINEZ,catherinemartinez@gmail.com,858-621-6866,1947-07-15,Male,Czech Republic,8296 Maple Dr,Tokyo,Czech Republic,2026-06-18,True
CUS0016257,Laura,,Tanaka,lauratanaka611@aol.com,(593) 473-7693,2003-04-26,Prefer not to say,Australia,1358 Church St,Lyon,Australia,2024-06-16,True
CUS0016258,Joshua,,Miller,joshua.miller@mail.com,(929) 281-1515,1969-10-19,Male,Vietnam,568 River Rd,San Diego,Vietnam,2025-09-20,True
CUS0016259,Melissa,Charles,Perez,melissaperez@outlook.com,(374) 093-3753,1978-03-29,Female,Israel,4619 River Rd,Tunis,Israel,2026-04-28,True
CUS0016260,Noah,,Hall,noah_hall@outlook.com,(314) 282-2318,1970-04-18,Male,France,1697 Lake Dr,Reykjavik,France,2016-04-28,True
CUS0016261,Andrew,,Garcia,andrew_garcia@yahoo.com,5703042972,2001-06-27,Female,Tunisia,68 2nd St,Mexico City,Tunisia,2020-09-06,True
CUS0016262,Sofia,Edward,Taylor,sofia.taylor464@mail.com,5276337477,1958-04-08,Female,Tunisia,5982 Church St,Atlanta,Tunisia,2021-04-01,True
CUS0016263,Stephen,Mark,Park,stephenpark@mail.com,+19178837571,2002-09-15,Female,United States of America,828 1st Ave,Ottawa,United States,2015-09-22,True
CUS0016264,Michael,,Novak,michaelnovak665@yahoo.com,(541) 015-6930,1972-05-11,Female,India,9828 Church St,Edinburgh,India,2016-07-05,True
CUS0016265,Susan,Jason,Patel,susanpatel@mail.com,(529) 093-2679,1970-03-10,Male,Indonesia,7076 Sunset Blvd,Montreal,Indonesia,2016-09-21,True
CUS0016266,Brenda,,Anderson,brenda.anderson@gmail.com,4959745018,1978-06-29,Male,Philippines,7555 Oak Ave,London,Philippines,2018-07-30,True
CUS0016267,Thomas,,Oliveira,thomas.oliveira33@gmail.com,415-663-0291,1989-09-02,Male,Belgium,2733 Maple Dr,Jakarta,Belgium,2021-06-11,True
CUS0016268,Sarah,,Nguyen,sarahnguyen@gmail.com,(929) 314-0715,2004-08-25,Male,Vietnam,4920 Main St,Beijing,Vietnam,2022-01-22,True
CUS0016269,Sharon,Brenda,  Walker  ,sharon_walker@outlook.com,181-189-3417,1969-02-23,Male,Russia,6967 River Rd,Melbourne,Russia,2019-06-30,True
CUS0016270,Edward,Samantha,Schmidt,edward.schmidt@yahoo.com,+16693278988,1992-07-09,Male,United States,7861 2nd St,Montreal,United States,2016-06-24,True
CUS0016271,Sofia,Melissa,Kumar,sofia_kumar663@gmail.com,892-258-0877,1956-10-21,Female,Sweden,1767 Park Rd,Ho Chi Minh City,Sweden,2026-04-10,True
CUS0016272,Mohammed,Jennifer,Jones,mohammed_jones@gmail.com,(135) 904-3388,2001-11-16,Male,Israel,8462 Sunset Blvd,Chicago,Israel,2020-10-01,True
CUS0016273,Noah,,Roberts,noahroberts179@aol.com,(765) 918-1380,1985-11-02,Female,China,1081 Church St,Karachi,China,2022-10-04,True
CUS0016274,William,,Diaz,william_diaz838@aol.com,4798077301,1972-06-18,Male,Canada,6530 River Rd,Delhi,Canada,2015-01-24,True
CUS0016275,Dennis,Linda,Singh,dennis_singh213@gmail.com,2376237172,1993-10-06,Female,Jordan,5510 Elm St,Helsinki,Jordan,2026-01-13,True
CUS0016276,Sofia,,Rossi,sofiarossi438@gmail.com,2901521303,1975-01-12,Female,Philippines,9676 River Rd,Nairobi,Philippines,2021-01-12,True
CUS0016277,Brenda,,Wang,brenda_wang@mail.com,(014) 901-8452,1980-08-31,Female,Morocco,7873 2nd St,Rome,Morocco,2015-07-19,True
CUS0016278,Freya,Stephen,Clark,freya_clark@aol.com,1083169611,2002-09-02,Male,Japan,5227 Park Rd,Lagos,Japan,2026-07-05,False
CUS0016279,Dennis,,Taylor,dennis_taylor@outlook.com,+13375712918,2000-12-12,Female,Iceland,3386 Maple Dr,Riyadh,Iceland,2018-06-20,True
CUS0016280,Benjamin,Freya,Nguyen,benjamin.nguyen@yahoo.com,(564) 590-7683,1991-11-02,Female,Germany,7729 Church St,Stockholm,Germany,2020-02-18,False
CUS0016281,Timothy,,White,timothywhite114@aol.com,6759893269,1994-03-05,Prefer not to say,Brazil,4931 Main St,Dubai,Brazil,2016-02-08,True
CUS0016282,Kevin,,Gonzalez,kevin_gonzalez370@aol.com,9750339469,1994-07-04,Male,Qatar,4636 Highland Ave,Vienna,Qatar,2022-01-29,True
CUS0016283,Melissa,Richard,  Kim  ,melissa.kim@mail.com,(186) 036-1966,1984-12-30,Male,Peru,1981 1st Ave,Sao Paulo,Peru,2026-03-16,True
CUS0016284,Donald,Debra,Young,donaldyoung@outlook.com,(265) 983-8293,1975-10-20,Male,United States,9643 1st Ave,Paris,United States,2022-07-29,False
CUS0016285,Helen,Helen,Kumar,helen.kumar698@yahoo.com,+14856034409,1997-05-01,Male,Denmark,3236 Sunset Blvd,Philadelphia,Denmark,2020-01-14,True
CUS0016286,stephanie,,Sanchez,stephaniesanchez@yahoo.com,+14169915618,1999-02-10,Female,Germany,7346 Sunset Blvd,Bucharest,Germany,2015-02-02,True
CUS0016287,KIMBERLY,Karen,Taylor,kimberly.taylor910@mail.com,(637) 125-8243,1978-03-19,Male,Canada,6925 Lake Dr,Los Angeles,Canada,2016-07-15,True
CUS0016288,Nancy,,Harris,nancy_harris908@gmail.com,+17482473456,1964-11-18,Female,Spain,4256 Sunset Blvd,Lisbon,Spain,2020-11-07,True
CUS0016289,Kathleen,,Smith,kathleen.smith8@mail.com,(658) 789-1741,1956-11-23,Male,Germany,8939 Main St,Edinburgh,Germany,2016-07-27,True
CUS0016290,John,,Rossi,johnrossi@mail.com,(700) 311-6112,1975-10-19,Male,South Korea,8981 River Rd,Melbourne,South Korea,2025-01-11,True
CUS0016291,Brian,,Singh,brian.singh@aol.com,+18908847136,1997-08-27,Female,Indonesia,9645 Park Rd,Cologne,Indonesia,2021-02-13,True
CUS0016292,Linda,,Costa,lindacosta@outlook.com,(896) 197-9404,1979-12-13,Male,Czech Republic,4716 Main St,Houston,Czech Republic,2022-10-28,False
CUS0016293,Kenneth,,Wang,kennethwang350@gmail.com,7451009660,1967-03-21,Female,France,2854 Lake Dr,Calgary,France,2024-09-21,True
CUS0016294,Emma,Betty,Robinson,emma.robinson@yahoo.com,436-406-4196,2002-04-07,Male,Brazil,3866 Highland Ave,Tunis,Brazil,2021-01-11,False
CUS0016295,Scott,,Suzuki,scottsuzuki@gmail.com,5766197866,2000-01-07,Male,Italy,322 Church St,Moscow,Italy,2022-12-17,True
CUS0016296,John,,Martinez,johnmartinez458@aol.com,+10855880199,1964-05-01,Female,Jordan,2326 River Rd,Toronto,Jordan,2018-06-08,True
CUS0016297,Frank,Katherine,Kim,frank.kim@gmail.com,4868371437,1950-07-19,Female,Tunisia,7378 Park Rd,Karachi,Tunisia,2017-08-03,True
CUS0016298,Andrew,Patrick,Brown,andrew.brown478@aol.com,+15612791122,1996-05-26,Female,Spain,4169 Maple Dr,Doha,Spain,2019-03-30,True
CUS0016299,Laura,Ronald,  Muller  ,laura.muller@mail.com,6386700329,1970-03-05,Female,Canada,7632 2nd St,Ottawa,Canada,2025-07-12,True
CUS0016300,Samantha,,Oliveira,samanthaoliveira598@aol.com,856-394-7425,2005-06-13,Female,United States,9806 Elm St,Oslo,United States,2019-11-25,True
CUS0016301,Robert,Richard,Roberts,robert.roberts127@yahoo.com,+17312980977,1968-01-07,Female,Philippines,6834 1st Ave,Portland,Philippines,2019-11-28,True
CUS0016302,Christopher,,Rodriguez,christopher_rodriguez939@mail.com,5518952655,1979-03-15,Female,Russia,4813 Elm St,Karachi,Russia,2021-04-14,True
CUS0016303,Karen,,Miller,karen.miller331@aol.com,(543) 271-1910,1969-07-19,Prefer not to say,India,7902 Maple Dr,Philadelphia,India,2021-11-06,True
CUS0016304,Donna,,Chen,nicholas.rossi629@yahoo.com,+18261605473,1997-03-09,Male,United States,9833 1st Ave,Tokyo,United States,2019-09-23,True
CUS0016305, Mary,,hill,mary_hill113@aol.com,(619) 359-8137,1958-07-05,Female,India,4807 River Rd,Seattle,India,2026-02-25,True
CUS0016306,Patricia,Carlos,Davis,patriciadavis@outlook.com,(275) 660-4036,1993-11-05,Male,United Kingdom,2905 River Rd,Atlanta,United Kingdom,2021-05-22,True
CUS0016307,kathleen,Robert,Roberts,kathleen.roberts249@mail.com,+16823319679,1979-11-10,Female,Brazil,6883 Oak Ave,Tokyo,Brazil,2024-06-12,True
CUS0016308,Susan,,Silva,susansilva@yahoo.com,7944305782,1963-07-29,Female,U.S.A.,9903 Park Rd,London,United States,2022-07-28,True
CUS0016309,Edward,,Patel,edwardpatel@outlook.com,8571765750,1999-10-05,Female,Vietnam,8190 River Rd,Manchester,Vietnam,2026-07-16,True
CUS0016310,Betty,,Lewis,betty.lewis@aol.com,1807964984,1960-05-25,Male,Sweden,2608 Park Rd,Melbourne,Sweden,2025-11-06,False
CUS0016311,Freya,,Fernandez,freya_fernandez770@yahoo.com,2319985788,1999-10-22,Male,Jordan,5832 Oak Ave,Melbourne,Jordan,2025-08-01,True
CUS0016312,Jessica,,clark,jessica.clark@mail.com,(340) 155-9250,1993-10-01,Female,Tunisia,5178 Highland Ave,Denver,Tunisia,2019-02-05,True
CUS0016313,Laura,,DIAZ,lauradiaz@yahoo.com,+16331987808,1986-06-30,Female,United States,5133 Maple Dr,Jakarta,United States,2017-02-17,True
CUS0016314,Jeffrey,Yuki,Johnson,jeffrey_johnson121@outlook.com,(660) 626-5552,1997-07-19,Female,United States,5613 2nd St,Sydney,United States,2026-02-09,True
CUS0016315,Raymond,Sofia,Davis,raymond.davis150@outlook.com,+17969270761,1991-04-26,Male,Nigeria,4446 1st Ave,Dallas,Nigeria,2016-03-22,True
CUS0016316,Jessica,,Pereira,jessica.pereira962@outlook.com,8099482154,1955-12-21,Female,Egypt,323 River Rd,Helsinki,Egypt,2019-02-14,True
CUS0016317,Ana,Olga,Hernandez,anahernandez@outlook.com,233-353-7756,1999-01-14,Male,Thailand,691 Park Rd,Portland,Thailand,2022-11-18,True
CUS0016318,Andrew,,Hill,andrewhill621@outlook.com,(351) 711-7154,1947-04-25,Male,Taiwan,2917 Oak Ave,Los Angeles,Taiwan,2021-05-03,True
CUS0016319,Robert,,Wang,robert_wang@mail.com,(657) 622-7381,1965-02-12,Male,Vietnam,1349 Highland Ave,Dubai,Vietnam,2026-07-01,True
CUS0016320,Gregory,,  Lopez  ,jeffrey.anderson103@aol.com,356-880-4188,2000-06-06,Male,Chile,696 Sunset Blvd,Doha,Chile,2024-05-15,True
CUS0016321,SHIRLEY,Paul,Wilson,shirley.wilson@outlook.com,1473753649,1973-10-21,Female,Vietnam,8472 Church St,Atlanta,Vietnam,2015-02-08,True
CUS0016322, Brandon,Andrew,Hernandez,brandon_hernandez64@gmail.com,(344) 557-1948,1955-10-20,Male,Iceland,1645 River Rd,Budapest,Iceland,2022-11-13,True
CUS0016323,Ivan,,Khan,ivan_khan143@gmail.com,(044) 549-3662,1983-11-08,Male,Thailand,1607 River Rd,Mumbai,Thailand,2019-02-25,True
CUS0016324,Amanda,,Singh,amanda.singh@aol.com,088-853-6555,2001-02-23,Female,Kenya,6439 Main St,Birmingham,Kenya,2023-06-14,True
CUS0016325,Olga,Nicole,Ivanov,olga.ivanov@gmail.com,(952) 959-5773,1972-12-12,Female,Kenya,5937 Highland Ave,Los Angeles,Kenya,2023-08-08,True
CUS0016326,Noah,,Taylor,noah_taylor361@gmail.com,574-345-3738,1970-03-09,Female,India,711 River Rd,Berlin,India,2025-07-26,True
CUS0016327,Shirley,Jack,Watanabe,shirleywatanabe202@mail.com,+14299509678,2005-03-23,Male,Egypt,1129 2nd St,Doha,Egypt,2024-04-30,True
CUS0016328,Jack,Alexander,Flores,jack_flores@mail.com,0653477207,1978-05-30,Female,Vietnam,6518 Sunset Blvd,Karachi,Vietnam,2019-11-01,True
CUS0016329,Robert,William,Lee,robertlee489@aol.com,602-310-8836,1971-08-30,Female,Mexico,854 1st Ave,Vienna,Mexico,2022-11-17,True
CUS0016330,Larry,,Thomas,larry.thomas236@gmail.com,8087273031,1999-01-24,Female,India,5051 Maple Dr,Seoul,India,2023-07-23,False
CUS0016331,Elizabeth,Chen,Allen,elizabethallen@mail.com,799-026-8343,2005-04-18,Female,Finland,8684 2nd St,Manchester,Finland,2015-03-28,True
CUS0016332,Edward,Chen,Walker,edward_walker466@yahoo.com,0560308966,2001-03-02,Male,Poland,9968 Elm St,Birmingham,Poland,2020-11-25,True
CUS0016333,Rachel,,  Johansson  ,rachel.johansson@aol.com,5609476235,1962-07-28,Female,Morocco,3437 1st Ave,Hong Kong,Morocco,2020-04-06,True
CUS0016334,LINDA,Ahmed,Rossi,lindarossi866@yahoo.com,+19880646961,1991-05-13,Female,United States,8271 Highland Ave,Boston,United States,2022-01-16,True
CUS0016335,Timothy,Linda,Patel,timothy.patel@yahoo.com,+11842596391,1980-07-16,Female,Netherlands,88 Church St,Mumbai,Netherlands,2023-09-17,True
CUS0016336,Deborah,,Williams,deborah_williams@aol.com,487-011-7555,1988-03-30,Female,United States,1878 Elm St,Atlanta,United States,2021-10-06,False
CUS0016337,Mark,Christopher,Nguyen,marknguyen@aol.com,247-854-3406,1998-09-11,Prefer not to say,United States,4893 Park Rd,Boston,United States,2016-12-24,True
CUS0016338,Shirley,Christine,JACKSON,shirleyjackson@mail.com,(277) 109-8622,1973-10-31,Female,United Arab Emirates,4790 Church St,Moscow,United Arab Emirates,2016-12-06,True
CUS0016339,Dennis,,Campbell,dennis.campbell78@outlook.com,1471007532,1962-01-21,Male,Germany,5142 River Rd,Philadelphia,Germany,2016-08-23,True
CUS0016340,Sven,Maria,Park,sven.park@yahoo.com,246-238-1247,1960-12-26,Female,Switzerland,7770 2nd St,Cologne,Switzerland,2022-08-10,True
CUS0016341,Olga,Jennifer,Watanabe,olgawatanabe@outlook.com,0887581560,1966-03-11,Male,United States,5733 2nd St,Montreal,United States,2018-12-19,True
CUS0016342,Carlos,,Chen,carlos.chen@gmail.com,5556901968,1975-10-08,Male,Germany,2302 Sunset Blvd,Paris,Germany,2015-06-05,False
CUS0016343,Matthew,Nicholas,Taylor,matthew_taylor384@gmail.com,(256) 281-4446,1998-05-10,Female,Russia,2989 Elm St,Milan,Russia,2016-01-31,True
CUS0016344,Susan,,Suzuki,susan_suzuki418@outlook.com,(016) 742-3944,1959-09-12,Male,Qatar,6437 Church St,Seattle,Qatar,2024-05-27,True
CUS0016345,Nancy,Anthony,Kim,nancykim761@yahoo.com,(371) 952-9777,1962-06-08,Female,United States,3982 Park Rd,Atlanta,United States,2022-11-21,True
CUS0016346,Dmitri,,Johnson,dmitri.johnson@yahoo.com,(518) 746-1355,1977-06-07,Female,Peru,4146 2nd St,Rome,Peru,2024-09-17,True
CUS0016347,Anthony,Nicholas,Williams,anthony.williams63@outlook.com,+15947118601,1948-12-10,Male,Indonesia,9587 1st Ave,Lyon,Indonesia,2016-12-15,True
CUS0016348,Alexander,Mohammed,Suzuki,alexander.suzuki740@yahoo.com,772-512-7973,1977-06-07,Female,Germany,8199 Elm St,Casablanca,Germany,2021-06-22,True
CUS0016349,Timothy,,Rodriguez,timothyrodriguez@yahoo.com,(179) 604-5489,1945-12-15,Female,France,7528 Highland Ave,Las Vegas,France,2016-10-08,True
CUS0016350,Samantha,Dmitri,Dubois,samantha.dubois@mail.com,7362283939,1995-12-05,Male,Germany,7212 2nd St,Toronto,Germany,2016-02-03,True
CUS0016351,Alexander,,Johnson,alexander.johnson641@mail.com,+14970194741,1964-10-31,Male,South Korea,4447 Sunset Blvd,Doha,South Korea,2022-01-30,True
CUS0016352,Olga,Heather,Hernandez,olgahernandez@mail.com,(064) 966-0584,1952-03-19,Female,Denmark,4918 River Rd,Birmingham,Denmark,2019-04-20,True
CUS0016353,David,Brenda,Smith,david_smith69@yahoo.com,2493172015,2004-05-11,Female,Thailand,4135 River Rd,Tokyo,Thailand,2020-11-12,True
CUS0016354,Donna,,Scott,donna.scott@yahoo.com,7292609770,1989-12-04,Other,Germany,2517 Oak Ave,Karachi,Germany,2019-05-08,True
CUS0016355,Joseph,,Costa,joseph_costa@aol.com,8593178691,1996-03-29,Female,Switzerland,3557 Highland Ave,Karachi,Switzerland,2019-03-15,False
CUS0016356,Melissa,Betty,Young,melissa_young852@yahoo.com,+14109353160,1955-10-04,Male,United Kingdom,2994 Elm St,Copenhagen,United Kingdom,2025-02-17,True
CUS0016357,Carol,Mary,Clark,helen_kowalski962@aol.com,(746) 405-6615,2006-01-08,Male,Spain,5522 Park Rd,Tunis,Spain,2015-10-02,True
